"user";"content";"tags"
"yopmail+bertrand@make.org";"Il faut promouvoir la qualité plutôt que la quantité car il y aura toujours un autre pays qui aura des coûts plus bas";"compétitivité "
"yopmail+annonymous@make.org";"Il faut augmenter le pourcentage de stagiaires autorisés pour les PME";"petites entreprises|vie au travail"
"yopmail+maxime@make.org";"Il faut exonérer de charges sociales pendant 5 ans, les entreprises qui embauchent des jeunes de moins de 30 ans en CDI";"emploi|impôts"
"yopmail+annonymous@make.org";"Il faut que les sociétés HLM qui bénéficient de l'argent de la Caisse des dépots et consignations rendent des comptes";"logement"
"yopmail+gildas@make.org";"Il faut que 30 à 40% du salaire soit fournit en monnaie locale. Uniquement utilisable pour l'achat auprès des artisants locaux";"consommation|emploi"
"yopmail+benoit@make.org";"Il faut réduire les indemnités chômage en durée mais les augmenter en valeur";"aides|emploi"
"yopmail+annonymous@make.org";"Il faut revaloriser les filières agricoles pour les jeunes";"emploi"
"yopmail+matthieu@make.org";"Il faut que l'Etat, les services publics (écoles, collèges, mairies) et les cantines d'entreprise soient obligés de consommer à 75% local";"consommation"
"yopmail+nicolas@make.org";"Il faut taxer les résidences secondaires dans les zones tendues pour libérer des logements et donc faire baisser les loyers.";"immobilier|logement"
"yopmail+annonymous@make.org";"Il faut étendre les prêts à taux zéro pour les logements écologiques";"logement|urbanisme"
"yopmail+delphine@make.org";"Il faut améliorer l'accès des transports qui desservent des logements aux zones rurales";"urbanisme"
"yopmail+valentin@make.org";"Il faut que les salariés aient plus de vacances afin de pouvoir se reposer et passer du temps avec leurs familles";"vie au travail"
"yopmail+berengere@make.org";"Il faut améliorer la compétitivité des entreprises en instaurant notamment la TVA sociale.";"impôts|compétitivité "
"yopmail+annonymous@make.org";"Il faut instaurer un système de retraite par points";"retraites"
"yopmail+annonymous@make.org";"Il faut harmoniser les taxes sociales et fiscales au sein de l'Union Européenne pour homogénéiser le coût du travail";"UE|impôts"
"yopmail+annonymous@make.org";"Il faut encourager la reconnaissance au travail, en favorisant la collaboration en petite team, en processus ouvert";"vie au travail"
"yopmail+albert-takavoir@make.org";"Il faut répartir l'impôt sur tous les contribuables i.e. instaurer l'impôt citoyen sur les revenus les plus faibles";"impôts"
"yopmail+annonymous@make.org";"Il faut généraliser les crèches au travail";"aides"
"yopmail+ludwig@make.org";"Il faut réindustrialiser les anciens bassins miniers ou autres déserts économique par des industries d'énergies vertes";"emploi|urbanisme"
"morgan.carval@arkea.com";"Il faut arrêter de payer les stagiaires pour qu'ils trouvent plus facilement des stages";"emploi|emploi|emploi"
"yopmail+samuel@make.org";"Il faut combattre l'évasion fiscale estimée à 300 milliards d'euros par an en France.";"impôts|RSE"
"pauldrouot99@gmail.com";"Il faut augmenter le salaire des infirmier(e)s et leur offrir de meilleures conditions de travail.";"emploi|vie au travail"
"lucieboutez@sfr.fr";"Il faut mieux former les conseillères d'orientation pour que les élèves se sentent accompagnés, respectés et renseignés.";"emploi"
"yopmail+annonymous@make.org";"Il faut supprimer la directive sur les travailleurs détachés qui entraine une concurrence déloyale face aux français";"UE|compétitivité "
"aailhaudblanc@gmail.com";"Il faut interdir la refacturation de la taxe foncière aux locataires entreprises.";"impôts"
"yopmail+annonymous@make.org";"Il faut revoir le système d'attribution des HLM pour qu'il soit transparent et compréhensible";"logement"
"yopmail+thomas@make.org";"Il faut encourager l'embauche dans les régions gangrenées par le chômage de masse (baisse des charges, aides à l'embauche)";"consommation|emploi"
"yopmail+annonymous@make.org";"Il faut une stratégie par filière, partagée par les acteurs économiques, favorisant l'industrie française";"emploi"
"yopmail+mireille@make.org";"Il faut rendre l'impôt sur les revenus plus progressif avec un barème à 14 tranches contre 5 aujourd'hui.";"impôts"
"yopmail+kevin@make.org";"Il faut créer des banques citoyennes locales pour prêter de l'argent à des repreneurs s'engageant à maintenir l'activité";"consommation|économie solidaire"
"yopmail+alexandra@make.org";"Il faut que les employés de 50-55 ans puissent travailler moins (3 jours/semaine) en échange de la formation d'un jeune.";"emploi"
"yopmail+damien@make.org";"Il faut permettre le licenciement sans motif et avec de faibles indemnités";"vie au travail"
"n.harmand@laposte.net";"Il faut que chacun donne du temps pour la collectivité. Ça peut être 2h de nettoyage de la rue par mois par exemple.";"urbanisme"
"yopmail+benoit@make.org";"Il faut créer un système de compte bancaire solidaire pour les SDF avec carte sans contact, etc";"SDF"
"yopmail+annonymous@make.org";"Il faut que l'Etat se désengage du secteur industriel pour attirer des entrepreneurs";"emploi"
"n.harmand@laposte.net";"Il faut un prix progressif de l'énergie pour que les besoins primordiaux soient peu chers et le gâchis lourdement sanctionné.";"immobilier"
"grondin.val@gmail.com";"Il faut que les concours de la catégorie C soient réservés pour les personnes ne disposant que du brevet des collèges ou CAP/BEP.";"emploi"
"yopmail+nicolas@make.org";"Il faut un revenu inconditionnel détaché de l'emploi. Un revenu de base, que l'on peut cumuler avec d'autres revenus.";"aides"
"yopmail+guillaume@make.org";"Il faut faire rentrer dans les moeurs un nouveau statut, le chaînon manquant entre locataire et propriétaire comme les community land trust";"aides"
"yopmail+annonymous@make.org";"Il faut relâcher les contraintes sur les propriétaires pour les inciter à louer leurs biens.";"immobilier|logement"
"yopmail+annonymous@make.org";"Il faut que l’Etat et les entreprises d’Etat mettent sur le marché les bâtiments inutilisés";"logement"
"yopmail+annonymous@make.org";"Il faut encourager les Français à investir dans les ETI et PME industrielles en baissant leurs impôts quand ils le font";"impôts|petites entreprises"
"yopmail+gauthier@make.org";"Il faut instaurer un concours dans les filières professionnelles sous tension comme la coiffure par exemple";"emploi|emploi"
"yopmail+michel@make.org";"Il faut créer un CDI JEUNE avec le SMIC à 75% et exonération de toutes les charges pour 3 ans";"emploi|aides"
"morgan.carval@arkea.com";"Il faut taxer les pauvres autant que les riches";"impôts"
"yopmail+annonymous@make.org";"Il faut interdire aux entreprises de contacter leurs employés par mail ou par téléphone, après la sortie du bureau et le weekend";"vie au travail|vie au travail"
"yopmail+annonymous@make.org";"Il faut donner un capital social aux entrepreneurs qui restent en France, par le biais des médias par exemple.";"consommation|RSE"
"yopmail+annonymous@make.org";"Il faut un protectionnisme économique européen pour ne pas être les oubliés de la globalisation.";"UE"
"yopmail+bryan@make.org";"Il faut unifier et faciliter l'accès aux structures et aux dispositifs permettant le retour à l'emploi.";"aides|emploi"
"yopmail+annonymous@make.org";"Il faut supprimer l'impôt sur la fortune (ISF)";"impôts"
"yopmail+annonymous@make.org";"Il faut travailler avec Airbnb pour trouver des solutions";"logement|numérique"
"yopmail+myriam@make.org";"Il faut reprendre en main l'attribution des logements HLM surtout dans les grandes villes par un contrôle plus régulier des attributions.";"logement"
"yopmail+christian@make.org";"Il faut que les propriétaires soint vraiment taxés s'ils ne louent pas leurs biens innocupés";"immobilier|logement"
"yopmail+valerie@make.org";"Il faut proposer un salaire aux femmes désirant élever leurs enfants au lieu de travailler";"parité|emploi"
"yopmail+jean@make.org";"Il faut arrêter les tests théoriques et proposer des tests de pratique dans les conditions du travail pour recruter";"emploi"
"yopmail+annonymous@make.org";"Il faut intégrer les patrons des PME au sein des conseils d'administrations des banques françaises";"petites entreprises"
"cosa.ideal.riss@gmail.com";"Il faut taxer graduellement logements ET baux commerciaux dès lors qu'ils sont laissés vacants plus d'un an.";"immobilier|logement|logement"
"yopmail+delphine@make.org";"Il faut mieux informer les salariés seniors et les RH sur les dispositifs de gestion fin de carrière existants";"emploi|aides"
"yopmail+annonymous@make.org";"Il faut rediriger les aides d'État, non plus vers les grandes entreprises mais vers les petits entrepreneurs.";"entrepreneuriat"
"yopmail+katia@make.org";"Il faut supprimer le régime social des indépendants";"aides"
"n.harmand@laposte.net";"Il faut une incitation fiscale à la pratique du télé-travail";"emploi"
"yopmail+guillaume@make.org";"Il faut supprimer les aides fiscales à l'investissement immobilier locatif inflationnistes sur les prix de l'immobilier";"immobilier"
"yopmail+jean@make.org";"Il faut supprimer le SMIC";"aides"
"yopmail+clemence@make.org";"Il faut encourager le partage intergénérationnel des logements (échange de services contre un logement à faible loyer)";"aides"
"yopmail+romain@make.org";"Il faut arrêter de financer les entreprises qui ne réinjectent pas les aides publiques dans leurs entreprises.";"RSE"
"yopmail+simon@make.org";"Il faut que l'État puis les entreprises investissent dans la transition écologique";"urbanisme"
"yopmail+benoit@make.org";"Il faut réduire les indemnités chômage en durée mais les augmenter en valeur";"aides|emploi"
"yopmail+maxime@make.org";"Il faut supprimer les charges salariales/patronales pour toute entreprise qui embauche une personne demandeur d'emploi";"impôts|emploi"
"yopmail+pascal@make.org";"Il faut un seul régime de retraite unique pour tout le monde avec les mêmes conditions pour tous sans passe droit";"retraites"
"yopmail+matthieu@make.org";"Il faut instaurer des quotas européens sur certains produits agricoles, alimentaires comme le lait pour éviter des surproductions et crises";"UE"
"cosa.ideal.riss@gmail.com";"Il faut proposer aux proprios particuliers de faire entrer leur appart dans le parc de logements sociaux en leur versant différence ou aides";"logement|logement"
"yopmail+annonymous@make.org";"Il faut créer des agences immobilières sociales pour l'accès à des logements décents privés aux personnes à faibles revenus";"logement|aides"
"yopmail+damien@make.org";"Il faut supprimer les charges patronales et les remplacer par des impôts sur les bénéfices non-réinvestis";"impôts"
"yopmail+romain@make.org";"Il faut arrêter de suspendre les allocations chômage et CAF quand une personne a un contrat de travail de moins d'1 mois";"aides"
"yopmail+annonymous@make.org";"Il faut diminuer les charges des entreprises en fonction des embauches faites en CDI dans l'année en cours";"impôts|emploi"
"yopmail+sebastien@make.org";"Il faut laisser les Français choisir une assurance retraite privée par capitalisation ainsi que leur assurance santé";"aides"
"oursonnoir@outlook.com";"Il faut rendre obligatoire un travail d'intérêt général de quelques heures par semaine dans une association à tous les bénéficiaires du RSA.";"RSE|aides"
"yopmail+nathan@make.org";"Il faut diminuer le temps de travail légal à 32 heures pour créer de l'emploi, en échange d'un allègement de cotisations.";"vie au travail|vie au travail"
"yopmail+annonymous@make.org";"Il faut construire des logements sociaux dédiés aux étudiants";"logement"
"yopmail+annonymous@make.org";"Il faut des applications de rencontre pour les gens des villages isolés, pour connaitre ses voisins";"numérique"
"yopmail+matthieu@make.org";"Il faut aider financièrement les agriculteurs à moderniser leurs installations (Productivité/Ecologie)";"numérique"
"yopmail+annonymous@make.org";"Il faut exempter de charges les jeunes entreprises";"impôts|entrepreneuriat"
"yopmail+mael@make.org";"Il faut placer la France à l'avant-garde de la révolution numérique, soutenir massivement les TPE/PME, les start-ups";"numérique|petites entreprises"
"yopmail+annonymous@make.org";"Il faut aligner les taxes des PME sur la moyenne européenne";"impôts|petites entreprises"
"yopmail+gwendal@make.org";"Il faut faciliter et accompagner les créations d'entreprises autant sur l'investissement que dans l'embauche.";"aides|entrepreneuriat"
"yopmail+annonymous@make.org";"Il faut rendre les collectivités locales maîtres de l'évolution de carrière et des rémunérations de leurs agents";"emploi"
"delphine.bout@gmail.com";"Il faut redonner leur place aux seniors dans l'entreprise. Vieux c'est comme mieux avec un V.";"retraites|emploi"
"yopmail+yannick@make.org";"Il faut deux taux d'imposition pour la résidence principale et la (ou les) résidence(s) secondaire(s)";"immobilier"
"yopmail+aurelie2@make.org";"Il faut encourager les salons de recrutement";"emploi"
"yopmail+ludovic@make.org";"Il faut réduire les charges sociales des salariés pour leur permettre d'avoir un meilleur pouvoir d'achat.";"impôts|emploi"
"yopmail+annonymous@make.org";"Il faut augmenter les places dans les auberges de jeunesse pour les jeunes qui quittent leur région pour trouver un emploi";"emploi"
"yopmail+hugo@make.org";"Il faut un impôt sur les sociétés européens, pour en finir avec le dumping fiscal !";"UE|impôts"
"cosa.ideal.riss@gmail.com";"Il faut proposer aux propriétaires des réductions fiscales si leur loyer est en deçà d'un certain plafond et les taxer s'il le dépasse.";"immobilier|logement"
"yopmail+ludovic@make.org";"Il faut supprimer la durée légale du travail pour permettre une négociation saine par branches de métiers";"vie au travail|vie au travail"
"yopmail+adeline@make.org";"Il faut plus de flexibilité pour le salarié en proposant un mois d'indemnités en cas de démission pour raison justifiée";"aides|emploi"
"yopmail+julien@make.org";"Il faut revaloriser les salaires du personnel paramédical et reconnaître leur diplôme à leur juste valeur";"emploi"
"yopmail+philippe-alexandre@make.org";"Il faut développer la coopération entre ceux qui ont un emploi et ceux qui n'en ont pas sur le principe du coaching.";"emploi|emploi"
"yopmail+chloe@make.org";"Il faut demander aux demandeurs d'emploi indemnisés un nombre d'heures de bénévolat pour une association de leur choix.";"emploi"
"yopmail+annonymous@make.org";"Il faut supprimer les 35 heures";"vie au travail"
"yopmail+ludovic@make.org";"Il faut enseigner l’algorithmie et le numérique à l'école.";"numérique|emploi"
"lucieboutez@sfr.fr";"Il faut créer de nouvelles formations répondant aux offres d'emplois dans des secteurs comme le numérique";"emploi"
"yopmail+annonymous@make.org";"Il faut fixer des plafonds de loyer dans le privé.";"logement"
"yopmail+nicolas@make.org";"Il faut diversifier les contrats et arrêter de valoriser le CDI. Il faut des contrats plus souples et mieux payés.";"vie au travail|emploi"
"yopmail+camille@make.org";"Il faut accepter l'explosion de l'économie du partage et adapter notre système législatif en conséquence.";"économie solidaire"
"yopmail+dyana@make.org";"Il faut demander le remboursement des aides reçues par les entreprises si elles veulent délocaliser";"compétitivité "
"yopmail+annonymous@make.org";"Il faut étendre les prêts à taux bas pour les primo-accédants financés par les collectivités locales";"logement"
"yopmail+annonymous@make.org";"Il faut confier les écoles de formations professionnelles aux branches industrielles";"emploi|emploi"
"yopmail+simon@make.org";"Il faut que femmes et hommes aient le même salaire. De ce fait, avec un salaire plus élevé, les femmes cotiseront plus.";"parité|emploi"
"yopmail+romain@make.org";"Il faut permettre aux TPE d'employer aussi facilement et avantageusement qu'un particulier le ferait pour le CESU";"petites entreprises|emploi"
"yopmail+annonymous@make.org";"Il faut partager le travail en réduisant sa durée hebdomadaire et totale";"vie au travail"
"yopmail+benjamin@make.org";"Il faut accroître les dépenses dans l'infrastructure, la recherche et l' éducation afin de relancer la production";"compétitivité "
"yopmail+annonymous@make.org";"Il faut favoriser le logement intergénérationnel contre échange de services";"emploi"
"yopmail+annonymous@make.org";"Il faut baisser la TVA, impôt non proportionnel à la fortune";"impôts"
"yopmail+annonymous@make.org";"Il faut plafonner les retraites";"aides"
"yopmail+ines@make.org";"Il faut mieux contrôler les personnes qui sont au chômage afin de limiter les fraudes";"emploi"
"yopmail+marion@make.org";"Il faut former les salariés aux nouveaux outils et nouvelles méthodes de travail";"emploi"
"yopmail+amelie@make.org";"Il faut mettre l'événementiel au coeur de la communication interne (séminaire, team bulding, journée du personnel ...)";"vie au travail"
"yopmail+delphine@make.org";"Il faut créer un groupe qui contrôle l'état des logements en cours de location.";"logement"
"ltrenard@wanadoo.fr";"Il faut que ceux qui ont un emploi aident les demandeurs d’emploi à en trouver un...!";"emploi|emploi"
"roulezvert971@gmail.com";"Il faut une garantie universelle des loyers pour tous les bailleurs.";"logement|logement|aides"
"yopmail+annonymous@make.org";"Il faut réduire les effectifs en ne remplaçant qu'un fonctionaire sur deux partant à la retraite";"retraites"
"yopmail+damien@make.org";"Il faut limiter les écarts de salaires au sein d'une même entreprise (de 1 à 20, par exemple)";"emploi"
"yopmail+annonymous@make.org";"Il faut assouplir les règles des marchés publics pour imposer le made in France";"consommation"
"yopmail+annonymous@make.org";"Il faut imposer 30% de logements sociaux en ville";"logement"
"yopmail+paul@make.org";"Il faut donner un statut et une formation aux aidants familiaux";"retraites|aides"
"yopmail+annonymous@make.org";"Il faut prélever l'Impôt sur le revenu à la source (avant le versement des salaires)";"impôts"
"yopmail+annonymous@make.org";"Il faut une plateforme nationale de notation anonyme des conditions de travail de toutes les entreprises";"vie au travail"
"yopmail+annonymous@make.org";"Il faut mettre en place la taxe à 75% pour les revenus les plus élevés";"impôts"
"oursonnoir@outlook.com";"Il faut créer une plateforme pour encourager les personnes âgées qui vivent seules dans de grands logement à accueillir de jeunes étudiants.";"logement|aides"
"yopmail+yannick@make.org";"Il faut taxer les Qataris comme les autres propriétaires parisiens";"immobilier"
"yopmail+maelo@make.org";"Il faut créer un contrat unique, à durée indéterminé, dont les motifs de licenciement serait pré-établies";"vie au travail"
"morgan.carval@arkea.com";"Il faut que les agents de la SNCF et d'Air France arrêtent de faire grève";"vie au travail"
"yopmail+cecile-cahu@make.org";"Il faut avoir un programme pour lutter contre la surpopulation";"urbanisme"
"yopmail+daniel@make.org";"Il faut approcher les producteurs et les consommateurs avec des outils numériques.";"numérique"
"yopmail+pascal@make.org";"Il faut que ceux qui ont des revenus supérieurs au maxima fixé soient expulsés des HLM";"logement"
"yopmail+jordane@make.org";"Il faut investir massivement dans l'insertion par l'activité économique pour lutter contre le chômage de longue durée";"emploi|emploi"
"yopmail+alexandre@make.org";"Il faut nationaliser toute entreprise qui est rentable mais qui licencie par manque de dividendes pour les actionnaires";"RSE"
"n.harmand@laposte.net";"Il faut interdire les fusion-acquisition créant des entreprises géantes qui faussent le marché par l'utilisation du pouvoir oligopolistique.";"emploi|entrepreneuriat|compétitivité "
"yopmail+scot-gaetan@make.org";"Il faut inverser la tendance au développement des Métropoles et développer les petites villes des zones rurales";"urbanisme"
"yopmail+julien@make.org";"Il faut envisager de taxer le travail robotisé et les gains de productivités générés par les intelligences artificielles";"impôts|numérique"
